orgId	expName	expDesc	timeZeroSet	num	nMapped	nPastEnd	nGenic	nUsed	gMed	gMedt0	gMean	cor12	mad12	mad12c	mad12c_t0	opcor	adjcor	gccor	maxFit	expGroup	expDescLong	mutantLibrary	person	dateStarted	setName	seqindex	media	temperature	pH	vessel	aerobic	liquid	shaking	condition_1	units_1	concentration_1	condition_2	units_2	concentration_2	condition_3	units_3	concentration_3	condition_4	units_4	concentration_4	growthPlate	growthWells
Keio	set10IT028	LB Aerobic with Phenazine ethosulfate 0.0000625 mM	7/20/2015 Keio_ML9_set10	581	1129252	0	789386	788894	101	444	208.206386909475	0.42090727199732	0.211570847309202	0.741466986401146	0.694363281478147	0.213174352094455	-0.0113503998220254	-0.0344799877141018	8.56575629779238	stress	LB Aerobic with Phenazine ethosulfate 0.0000625 mM	Keio_ML9a	Hans_Hualan	7/20/2015	Keio_ML9_set10	IT028	LB	37		96 deep-well microplate; Multitron	Aerobic	Liquid	750 rpm	Phenazine ethosulfate	mM	6.25E-02											
Keio	set10IT029	LB Aerobic with Spiramycin 0.000125 mM	7/20/2015 Keio_ML9_set10	582	1144581	0	796625	796026	137	444	210.088677751386	0.324100096195618	0.193514452556087	0.70859254680975	0.694363281478147	0.180700428896775	0.0285020869177264	0.11282058147021	4.66668729233004	stress	LB Aerobic with Spiramycin 0.000125 mM	Keio_ML9a	Hans_Hualan	7/20/2015	Keio_ML9_set10	IT029	LB	37		96 deep-well microplate; Multitron	Aerobic	Liquid	750 rpm	Spiramycin	mM	0.125											
Keio	set10IT030	LB Aerobic with Spiramycin 0.0000625 mM	7/20/2015 Keio_ML9_set10	583	1065303	0	737343	736753	132	444	194.445236210082	0.368146997155768	0.205666311337026	0.729307255285891	0.694363281478147	0.235877224880253	0.0271418014015498	0.124525798776292	3.4325685196518	stress	LB Aerobic with Spiramycin 0.0000625 mM	Keio_ML9a	Hans_Hualan	7/20/2015	Keio_ML9_set10	IT030	LB	37		96 deep-well microplate; Multitron	Aerobic	Liquid	750 rpm	Spiramycin	mM	6.25E-02											
Keio	set10IT031	LB Aerobic with Oxytetracycline 0.00000125 mM	7/20/2015 Keio_ML9_set10	584	1116108	0	824041	822540	109	444	217.086302454473	0.230303366860457	0.202737457132958	0.706668516881702	0.694363281478147	0.145046179882013	0.00557927479875323	-0.0567784922233653	7.80014562044235	stress	LB Aerobic with Oxytetracycline hydrochloride 0.00000125 mM	Keio_ML9a	Hans_Hualan	7/20/2015	Keio_ML9_set10	IT031	LB	37		96 deep-well microplate; Multitron	Aerobic	Liquid	750 rpm	Oxytetracycline hydrochloride	mM	1.25E-03											
Keio	set10IT032	LB Aerobic with Oxytetracycline 0.0000003125 mM	7/20/2015 Keio_ML9_set10	585	1027664	0	710969	710349	130	444	187.476642913698	0.24438089189471	0.192583589116342	0.706696433347599	0.694363281478147	0.16525104961681	0.0213978228127728	0.0656262111538795	2.83988127755449	stress	LB Aerobic with Oxytetracycline hydrochloride 0.0000003125 mM	Keio_ML9a	Hans_Hualan	7/20/2015	Keio_ML9_set10	IT032	LB	37		96 deep-well microplate; Multitron	Aerobic	Liquid	750 rpm	Oxytetracycline hydrochloride	mM	3.13E-04											
Keio	set10IT037	LB Aerobic with Sulfamonomethoxine 0.00025 mM	7/20/2015 Keio_ML9_set10	590	1042161	0	720595	720007	127	444	190.025600422275	0.177670565293036	0.186800073108569	0.699930471723581	0.694363281478147	0.128283922651462	-0.000500963270040392	0.120589758771613	1.34243816247627	stress	LB Aerobic with Sulfamonomethoxine 0.00025 mM	Keio_ML9a	Hans_Hualan	7/20/2015	Keio_ML9_set10	IT037	LB	37		96 deep-well microplate; Multitron	Aerobic	Liquid	750 rpm	Sulfamonomethoxine	mM	0.25											
Keio	set10IT038	LB Aerobic with Sulfamonomethoxine 0.000125 mM	7/20/2015 Keio_ML9_set10	591	1123756	0	774983	774338	140	444	204.364740036949	0.18859085759288	0.183894050380887	0.700439718141092	0.694363281478147	0.136988306576622	0.0190742431278527	0.1337200683359	1.12628644363896	stress	LB Aerobic with Sulfamonomethoxine 0.000125 mM	Keio_ML9a	Hans_Hualan	7/20/2015	Keio_ML9_set10	IT038	LB	37		96 deep-well microplate; Multitron	Aerobic	Liquid	750 rpm	Sulfamonomethoxine	mM	0.125											
Keio	set10IT046	LB Aerobic with Ramoplanin 0.000125 mM	7/20/2015 Keio_ML9_set10	599	1050458	0	732016	731531	123	444	193.067036157297	0.414246965045938	0.289395648990344	0.736965594166206	0.694363281478147	0.227044186419405	-0.0446403889458685	0.0796349830746765	3.62542743880953	stress	LB Aerobic with Ramoplanin 0.000125 mM	Keio_ML9a	Hans_Hualan	7/20/2015	Keio_ML9_set10	IT046	LB	37		96 deep-well microplate; Multitron	Aerobic	Liquid	750 rpm	Ramoplanin	mM	0.125											
Keio	set10IT050	LB, Anaerobic	7/20/2015 Keio_ML9_set10	603	1139736	0	783018	782501	132	444	206.519134336236	0.342890681570308	0.20026989507483	0.738049512507561	0.694363281478147	0.25690516583768	0.0561010339019824	0.0637282377248715	2.46490269713292	lb	LB, Anaerobic	Keio_ML9a	Hans_Hualan	7/20/2015	Keio_ML9_set10	IT050	LB	37		96 deep-well microplate; Multitron	Anaerobic	Liquid	0 rpm														
Keio	set10IT052	LB Anaerobic with Phenazine ethosulfate 0.000125 mM	7/20/2015 Keio_ML9_set10	605	986473	0	681956	681378	116	444	179.830562153603	0.295828045383886	0.233352553839453	0.736965594166207	0.694363281478147	0.232753732465348	0.0454291861558484	0.131983789082493	2.37269787875697	stress	LB Anaerobic with Phenazine ethosulfate 0.000125 mM	Keio_ML9a	Hans_Hualan	7/20/2015	Keio_ML9_set10	IT052	LB	37		96 deep-well microplate; Multitron	Anaerobic	Liquid	0 rpm	Phenazine ethosulfate	mM	0.125											
Keio	set10IT053	LB Anaerobic with Spiramycin 0.000125 mM	7/20/2015 Keio_ML9_set10	606	1052194	0	728694	728039	126	444	192.145420955397	0.416638500672076	0.201445942968136	0.749456538349403	0.694363281478147	0.242763671099679	0.0383621723430444	0.135191933599859	4.563593131064	stress	LB Anaerobic with Spiramycin 0.000125 mM	Keio_ML9a	Hans_Hualan	7/20/2015	Keio_ML9_set10	IT053	LB	37		96 deep-well microplate; Multitron	Anaerobic	Liquid	0 rpm	Spiramycin	mM	0.125											
Keio	set10IT054	LB Anaerobic with Spiramycin 0.00003125 mM	7/20/2015 Keio_ML9_set10	607	1146483	0	791529	790817	142	444	208.71390868303	0.367600072730109	0.198034821897704	0.706743523857722	0.694363281478147	0.249727696101032	0.0358567469163709	0.138755969245607	1.96229375522835	stress	LB Anaerobic with Spiramycin 0.00003125 mM	Keio_ML9a	Hans_Hualan	7/20/2015	Keio_ML9_set10	IT054	LB	37		96 deep-well microplate; Multitron	Anaerobic	Liquid	0 rpm	Spiramycin	mM	3.13E-02											
Keio	set10IT055	LB Anaerobic with Oxytetracycline 0.0000003125 mM	7/20/2015 Keio_ML9_set10	608	1097337	0	757719	757090	134	444	199.812615465822	0.273683917183129	0.192672994531355	0.709419149515727	0.694363281478147	0.156625446286444	0.0362072928438989	0.104158406120902	2.39160559571847	stress	LB Anaerobic with Oxytetracycline hydrochloride 0.0000003125 mM	Keio_ML9a	Hans_Hualan	7/20/2015	Keio_ML9_set10	IT055	LB	37		96 deep-well microplate; Multitron	Anaerobic	Liquid	0 rpm	Oxytetracycline hydrochloride	mM	3.13E-04											
Keio	set10IT056	LB Anaerobic with Oxytetracycline 0.00000015625 mM	7/20/2015 Keio_ML9_set10	609	1076358	0	741594	740945	133	444	195.551596727369	0.221822293232523	0.193587833951284	0.705094049808725	0.694363281478147	0.167444338453104	0.0977385825810966	0.129804670146107	1.32436866715731	stress	LB Anaerobic with Oxytetracycline hydrochloride 0.00000015625 mM	Keio_ML9a	Hans_Hualan	7/20/2015	Keio_ML9_set10	IT056	LB	37		96 deep-well microplate; Multitron	Anaerobic	Liquid	0 rpm	Oxytetracycline hydrochloride	mM	1.56E-04											
Keio	set10IT057	LB Anaerobic with Azlocillin 0.00003125 mM	7/20/2015 Keio_ML9_set10	610	1046929	0	721167	720545	128	444	190.167590393244	0.224826407134111	0.208429409588434	0.720773343653686	0.694363281478147	0.199199950306057	0.0155127985789062	0.0719992241502938	1.62162402639919	stress	LB Anaerobic with Azlocillin sodium salt 0.00003125 mM	Keio_ML9a	Hans_Hualan	7/20/2015	Keio_ML9_set10	IT057	LB	37		96 deep-well microplate; Multitron	Anaerobic	Liquid	0 rpm	Azlocillin sodium salt	mM	3.13E-02											
Keio	set10IT058	LB Anaerobic with Azlocillin 0.000015625 mM	7/20/2015 Keio_ML9_set10	611	1076339	0	741488	740895	131	444	195.538400633413	0.218550682774535	0.193110239530983	0.740397689219299	0.694363281478147	0.178944184561636	0.0628063815846726	0.103163437996517	1.22800590575537	stress	LB Anaerobic with Azlocillin sodium salt 0.000015625 mM	Keio_ML9a	Hans_Hualan	7/20/2015	Keio_ML9_set10	IT058	LB	37		96 deep-well microplate; Multitron	Anaerobic	Liquid	0 rpm	Azlocillin sodium salt	mM	1.56E-02											
Keio	set10IT059	LB Anaerobic with Nalidixic 0.0000078125 mM	7/20/2015 Keio_ML9_set10	612	1108581	0	769625	768922	128	444	202.935339139615	0.244957395200094	0.193325740966803	0.756728848987636	0.694363281478147	0.229508429669345	0.0435480352363809	0.088917955693399	6.13106274263135	stress	LB Anaerobic with Nalidixic acid sodium salt 0.0000078125 mM	Keio_ML9a	Hans_Hualan	7/20/2015	Keio_ML9_set10	IT059	LB	37		96 deep-well microplate; Multitron	Anaerobic	Liquid	0 rpm	Nalidixic acid sodium salt	mM	7.81E-03											
Keio	set10IT060	LB Anaerobic with Nalidixic 0.00000195313 mM	7/20/2015 Keio_ML9_set10	613	1072860	0	739267	738598	129	444	194.932172077065	0.216960329898202	0.196744323101723	0.712197689017263	0.694363281478147	0.153493613627687	0.042209498977151	0.122593428042045	1.43295520912348	stress	LB Anaerobic with Nalidixic acid sodium salt 0.00000195313 mM	Keio_ML9a	Hans_Hualan	7/20/2015	Keio_ML9_set10	IT060	LB	37		96 deep-well microplate; Multitron	Anaerobic	Liquid	0 rpm	Nalidixic acid sodium salt	mM	1.95E-03											
Keio	set10IT061	LB Anaerobic with Sulfamonomethoxine 0.0000625 mM	7/20/2015 Keio_ML9_set10	614	1173007	0	807588	806919	136	444	212.963578780681	0.267561177376257	0.218479506158345	0.70533555283606	0.694363281478147	0.214242902081552	0.0467778200872028	0.0951806467371424	3.44079394220521	stress	LB Anaerobic with Sulfamonomethoxine 0.0000625 mM	Keio_ML9a	Hans_Hualan	7/20/2015	Keio_ML9_set10	IT061	LB	37		96 deep-well microplate; Multitron	Anaerobic	Liquid	0 rpm	Sulfamonomethoxine	mM	6.25E-02											
Keio	set10IT062	LB Anaerobic with Sulfamonomethoxine 0.00003125 mM	7/20/2015 Keio_ML9_set10	615	1244925	0	857382	856718	144	444	226.106624439166	0.291124752961648	0.217647345711859	0.72332107972188	0.694363281478147	0.211604102113667	0.0298891796398714	0.0734682144104774	2.53201272351035	stress	LB Anaerobic with Sulfamonomethoxine 0.00003125 mM	Keio_ML9a	Hans_Hualan	7/20/2015	Keio_ML9_set10	IT062	LB	37		96 deep-well microplate; Multitron	Anaerobic	Liquid	0 rpm	Sulfamonomethoxine	mM	3.13E-02											
Keio	set10IT064	LB Anaerobic with Vancomycin Hydrochloride from Streptomyces orientalis 0.00003125 mM	7/20/2015 Keio_ML9_set10	617	953900	0	665824	665272	104	444	175.579836368435	0.403664011114722	0.24477781573478	0.754662647158616	0.694363281478147	0.21940366004469	0.0170471677313804	0.0312873076283111	4.68460309038472	stress	LB Anaerobic with Vancomycin Hydrochloride from Streptomyces orientalis 0.00003125 mM	Keio_ML9a	Hans_Hualan	7/20/2015	Keio_ML9_set10	IT064	LB	37		96 deep-well microplate; Multitron	Anaerobic	Liquid	0 rpm	Vancomycin Hydrochloride from Streptomyces orientalis	mM	3.13E-02											
Keio	set10IT066	LB Anaerobic with Penicillin g 0.0000625 mM	7/20/2015 Keio_ML9_set10	619	1056693	0	727466	726883	130	444	191.84032726313	0.248968425617491	0.190403498476496	0.707518749639422	0.694363281478147	0.163165266215189	0.0675490946072864	0.0940759404755892	1.4330726852593	stress	LB Anaerobic with Penicillin g 0.0000625 mM	Keio_ML9a	Hans_Hualan	7/20/2015	Keio_ML9_set10	IT066	LB	37		96 deep-well microplate; Multitron	Anaerobic	Liquid	0 rpm	Penicillin g	mM	6.25E-02											
Keio	set10IT068	LB Anaerobic with Ampicillin 0.00000195313 mM	7/20/2015 Keio_ML9_set10	621	945254	0	651532	650987	116	444	171.809712325152	0.243714904790002	0.187875229481338	0.720480024046631	0.694363281478147	0.158462978506717	0.060134561804128	0.0760930660845022	1.49968407780218	stress	LB Anaerobic with Ampicillin sodium salt 0.00000195313 mM	Keio_ML9a	Hans_Hualan	7/20/2015	Keio_ML9_set10	IT068	LB	37		96 deep-well microplate; Multitron	Anaerobic	Liquid	0 rpm	Ampicillin sodium salt	mM	1.95E-03											
Keio	set10IT069	LB Anaerobic with Ramoplanin 0.0000625 mM	7/20/2015 Keio_ML9_set10	622	993290	0	684905	684330	121	444	180.609659540776	0.310001513865744	0.202018356112383	0.728370675615908	0.694363281478147	0.207896456924464	0.0223942254866696	0.102421528681043	1.67021769185835	stress	LB Anaerobic with Ramoplanin 0.0000625 mM	Keio_ML9a	Hans_Hualan	7/20/2015	Keio_ML9_set10	IT069	LB	37		96 deep-well microplate; Multitron	Anaerobic	Liquid	0 rpm	Ramoplanin	mM	6.25E-02											
Keio	set10IT070	LB Anaerobic with Ramoplanin 0.00003125 mM	7/20/2015 Keio_ML9_set10	623	1017380	0	701170	700591	125	444	184.901293217208	0.26460670400799	0.197776005280894	0.717856771218502	0.694363281478147	0.162182302879439	0.0632321570310902	0.107423291325192	1.38043802177868	stress	LB Anaerobic with Ramoplanin 0.00003125 mM	Keio_ML9a	Hans_Hualan	7/20/2015	Keio_ML9_set10	IT070	LB	37		96 deep-well microplate; Multitron	Anaerobic	Liquid	0 rpm	Ramoplanin	mM	3.13E-02											
Keio	set10IT071	LB Anaerobic with Norfloxacin 0.00000015625 mM	7/20/2015 Keio_ML9_set10	624	984872	0	680410	679803	121	444	179.414885193983	0.213856849186005	0.204205397233023	0.715023041285529	0.694363281478147	0.139723124620446	0.0537696174793278	0.0700733945998439	2.97835651957584	stress	LB Anaerobic with Norfloxacin 0.00000015625 mM	Keio_ML9a	Hans_Hualan	7/20/2015	Keio_ML9_set10	IT071	LB	37		96 deep-well microplate; Multitron	Anaerobic	Liquid	0 rpm	Norfloxacin	mM	1.56E-04											
Keio	set10IT072	LB Anaerobic with Norfloxacin 0.0000000390625 mM	7/20/2015 Keio_ML9_set10	625	989408	0	682409	681809	120	444	179.944312483505	0.201788938564177	0.199287145531537	0.719892080807265	0.694363281478147	0.209126562163268	0.0117442111449798	0.119850870598368	1.23572983519433	stress	LB Anaerobic with Norfloxacin 0.0000000390625 mM	Keio_ML9a	Hans_Hualan	7/20/2015	Keio_ML9_set10	IT072	LB	37		96 deep-well microplate; Multitron	Anaerobic	Liquid	0 rpm	Norfloxacin	mM	3.91E-05											
Keio	set10IT074	LB, Anaerobic	7/20/2015 Keio_ML9_set10	627	811647	0	559278	558801	99	444	147.479809976247	0.215183775275928	0.200430826197782	0.705594984110078	0.694363281478147	0.195110218866556	0.0198137662594878	0.111387801375967	1.77789413688769	lb	LB, Anaerobic	Keio_ML9a	Hans_Hualan	7/20/2015	Keio_ML9_set10	IT074	LB	37		96 deep-well microplate; Multitron	Anaerobic	Liquid	0 rpm														
Keio	set10IT076	LB Anaerobic with Phenazine ethosulfate 0.000125 mM	7/20/2015 Keio_ML9_set10	629	1052201	0	728149	727523	122	444	192.009237265769	0.285023827532885	0.271140602929705	0.765023333707423	0.694363281478147	0.228740053049287	0.0640367055376544	0.114792013603733	2.83753546022453	stress	LB Anaerobic with Phenazine ethosulfate 0.000125 mM	Keio_ML9a	Hans_Hualan	7/20/2015	Keio_ML9_set10	IT076	LB	37		96 deep-well microplate; Multitron	Anaerobic	Liquid	0 rpm	Phenazine ethosulfate	mM	0.125											
Keio	set10IT077	LB Anaerobic with Spiramycin 0.000125 mM	7/20/2015 Keio_ML9_set10	630	949546	0	659147	658550	114	444	173.805753496965	0.37423896839786	0.222257643694443	0.753603220004869	0.694363281478147	0.235933491416175	0.0480949459369142	0.139905170505116	4.63008536494237	stress	LB Anaerobic with Spiramycin 0.000125 mM	Keio_ML9a	Hans_Hualan	7/20/2015	Keio_ML9_set10	IT077	LB	37		96 deep-well microplate; Multitron	Anaerobic	Liquid	0 rpm	Spiramycin	mM	0.125											
Keio	set10IT078	LB Anaerobic with Spiramycin 0.00003125 mM	7/20/2015 Keio_ML9_set10	631	1062446	0	733283	732653	130	444	193.363156505674	0.319349802118616	0.211361575295462	0.723159794641175	0.694363281478147	0.229787732289537	0.066314213663133	0.134032738448313	2.05492982264282	stress	LB Anaerobic with Spiramycin 0.00003125 mM	Keio_ML9a	Hans_Hualan	7/20/2015	Keio_ML9_set10	IT078	LB	37		96 deep-well microplate; Multitron	Anaerobic	Liquid	0 rpm	Spiramycin	mM	3.13E-02											
Keio	set10IT079	LB Anaerobic with Oxytetracycline 0.0000003125 mM	7/20/2015 Keio_ML9_set10	632	1226155	0	846415	845663	150	444	223.188968065453	0.255767397239213	0.184723330209965	0.713206931381444	0.694363281478147	0.0976103539890994	0.0270390075974067	0.110264927712507	1.87019310124053	stress	LB Anaerobic with Oxytetracycline hydrochloride 0.0000003125 mM	Keio_ML9a	Hans_Hualan	7/20/2015	Keio_ML9_set10	IT079	LB	37		96 deep-well microplate; Multitron	Anaerobic	Liquid	0 rpm	Oxytetracycline hydrochloride	mM	3.13E-04											
Keio	set10IT080	LB Anaerobic with Oxytetracycline 0.00000015625 mM	7/20/2015 Keio_ML9_set10	633	990272	0	682116	681552	120	444	179.87648456057	0.232217143942939	0.194316472888569	0.718395580868753	0.694363281478147	0.155299301459819	0.0316530834991703	0.10490366744211	1.53871709808488	stress	LB Anaerobic with Oxytetracycline hydrochloride 0.00000015625 mM	Keio_ML9a	Hans_Hualan	7/20/2015	Keio_ML9_set10	IT080	LB	37		96 deep-well microplate; Multitron	Anaerobic	Liquid	0 rpm	Oxytetracycline hydrochloride	mM	1.56E-04											
Keio	set10IT081	LB Anaerobic with Azlocillin 0.00003125 mM	7/20/2015 Keio_ML9_set10	634	839061	0	578335	577872	102	444	152.513064133017	0.224254748266106	0.208096744553984	0.718664102478656	0.694363281478147	0.166746915394119	0.0356904016638497	0.0898607466705734	1.66696186812377	stress	LB Anaerobic with Azlocillin sodium salt 0.00003125 mM	Keio_ML9a	Hans_Hualan	7/20/2015	Keio_ML9_set10	IT081	LB	37		96 deep-well microplate; Multitron	Anaerobic	Liquid	0 rpm	Azlocillin sodium salt	mM	3.13E-02											
Keio	set10IT082	LB Anaerobic with Azlocillin 0.000015625 mM	7/20/2015 Keio_ML9_set10	635	982350	0	675979	675399	120	444	178.252573238321	0.218228708203279	0.189809106831512	0.714720282202908	0.694363281478147	0.174174536174985	0.0516318439687947	0.109423712421545	1.20256038947728	stress	LB Anaerobic with Azlocillin sodium salt 0.000015625 mM	Keio_ML9a	Hans_Hualan	7/20/2015	Keio_ML9_set10	IT082	LB	37		96 deep-well microplate; Multitron	Anaerobic	Liquid	0 rpm	Azlocillin sodium salt	mM	1.56E-02											
Keio	set10IT083	LB Anaerobic with Nalidixic 0.0000078125 mM	7/20/2015 Keio_ML9_set10	636	983356	0	685186	684526	109	444	180.661388229084	0.247608140350994	0.204657698472919	0.712160675156481	0.694363281478147	0.161192092202574	0.030465149379766	0.0633699664006424	5.49507128595396	stress	LB Anaerobic with Nalidixic acid sodium salt 0.0000078125 mM	Keio_ML9a	Hans_Hualan	7/20/2015	Keio_ML9_set10	IT083	LB	37		96 deep-well microplate; Multitron	Anaerobic	Liquid	0 rpm	Nalidixic acid sodium salt	mM	7.81E-03											
Keio	set10IT084	LB Anaerobic with Nalidixic 0.00000195313 mM	7/20/2015 Keio_ML9_set10	637	1026667	0	707905	707288	122	444	186.6687780417	0.266874183866491	0.211194008977348	0.746853304765307	0.694363281478147	0.181992019379863	0.0263605139332819	0.106824280462958	2.15279981073048	stress	LB Anaerobic with Nalidixic acid sodium salt 0.00000195313 mM	Keio_ML9a	Hans_Hualan	7/20/2015	Keio_ML9_set10	IT084	LB	37		96 deep-well microplate; Multitron	Anaerobic	Liquid	0 rpm	Nalidixic acid sodium salt	mM	1.95E-03											
Keio	set10IT085	LB Anaerobic with Sulfamonomethoxine 0.0000625 mM	7/20/2015 Keio_ML9_set10	638	1035130	0	712937	712366	127	444	188.00897334389	0.185660958686299	0.197441093192241	0.724145530516049	0.694363281478147	0.115811227044528	0.050489459128297	0.102426057132024	1.30728628173638	stress	LB Anaerobic with Sulfamonomethoxine 0.0000625 mM	Keio_ML9a	Hans_Hualan	7/20/2015	Keio_ML9_set10	IT085	LB	37		96 deep-well microplate; Multitron	Anaerobic	Liquid	0 rpm	Sulfamonomethoxine	mM	6.25E-02											
Keio	set10IT086	LB Anaerobic with Sulfamonomethoxine 0.00003125 mM	7/20/2015 Keio_ML9_set10	639	994911	0	686387	685774	122	444	180.990762734231	0.232757976514579	0.190044333209219	0.708823395817791	0.694363281478147	0.119524675467307	-0.00621844573184871	0.151979194030368	1.44445258611169	stress	LB Anaerobic with Sulfamonomethoxine 0.00003125 mM	Keio_ML9a	Hans_Hualan	7/20/2015	Keio_ML9_set10	IT086	LB	37		96 deep-well microplate; Multitron	Anaerobic	Liquid	0 rpm	Sulfamonomethoxine	mM	3.13E-02											
